sid,fwy,lat,lng,u,v
762545,405N,33.832924177867234,-118.2569820933149,443213188,122526663
717711,405N,33.81201893354448,-118.16249146927217,1728567221,1728499560
771939,405N,33.83558137522026,-118.25958482021716,122526663,1778218497
717740,405N,33.859298652701874,-118.28984132088841,304819210,7078791997
718227,405N,33.80291195917185,-118.13334410652416,298568672,1728594469
716720,405N,34.04231166749218,-118.44246087446486,2489774799,1613371665
718280,405S,33.90085001132257,-118.3705607056476,414973028,1840728307
718223,405S,33.802643043219604,-118.1238098763018,303121416,303122943
771864,405S,33.82132819490612,-118.19520566330702,1341762658,1722396733
718245,405S,33.81804158025206,-118.19016811606541,1722396733,7215290113
771866,405S,33.82132819490612,-118.19520566330702,1341762658,1722396733
764611,405S,33.85998436064636,-118.31094926368323,1775738793,7199409581
718221,405S,33.800330971930876,-118.11263398702727,29414122,303127500
717795,405S,34.03812362528124,-118.43938045307208,2489818538,2489818534
761523,405S,33.85973962959627,-118.29854617903162,304821058,304821246
718230,405S,33.80310647882433,-118.13732478999589,7215289941,1728594402
771899,405S,33.825178072061995,-118.22222198890871,295525502,295525487
716674,405S,33.86712594447766,-118.33534276760001,1840728243,624626549
718249,405S,33.82526870000645,-118.2252416482957,305080020,295525502
764578,405S,33.96508683604231,-118.37052529053983,1718691090,1718691121
718265,405S,33.86473363593656,-118.32730229646185,624626549,122524564
774105,405S,33.99011104307121,-118.40115132970568,28434246,61744896
772454,405S,34.01907954023042,-118.42408808841624,1614655076,1613580483
718287,405S,33.971555259057354,-118.37766271058271,204217243,1923296742
718232,405S,33.80585746343909,-118.14340783117234,297974123,7215289941
718479,405S,33.89032510398343,-118.36065833521998,624626570,1719553978
772532,405S,34.02662320256484,-118.43003294077747,344375342,21748287
764671,405S,33.99011104307121,-118.40115132970568,28434246,61744896
764572,405S,33.963134380858605,-118.36992160837222,1718691121,1717116153
718242,405S,33.8157020854942,-118.18629349813702,275965885,275966167
772527,405S,34.018836578731275,-118.42389603970867,1614655076,1613580483
762582,405S,33.80268779106102,-118.12833756432967,303121416,303122943
767847,405S,33.914769577257076,-118.37053791182363,1717090224,1717089900
759422,405S,33.914769577257076,-118.37053791182363,1717090224,1717089900
761440,405S,33.862007407942,-118.31824906239667,122524564,1775738793
718256,405S,33.8401301632507,-118.26430978819185,1721401346,624611225
718296,405S,34.010091198251146,-118.41698053850828,1613580483,1614654923
764596,405S,33.92862100070745,-118.36852388898434,1716495204,315990543
772456,405S,34.01907954023042,-118.42408808841624,1614655076,1613580483
716925,5N,33.994992413037146,-118.14454443578364,1530583561,1098914985
715930,5N,33.97176461506816,-118.1228998312335,1884935753,1530583702
715938,5N,34.00255542655835,-118.15098193101385,1098914985,26666239
764232,5N,33.93973767689749,-118.09554518263863,21063546,8632810790
759542,5N,33.95892772656693,-118.11302360870981,253718316,1530583890
716939,5S,34.041408247128565,-118.2183748723205,1614922775,653766
759700,5S,34.02095713983771,-118.19545759299902,250401694,1884935788
716908,5S,33.91090706577404,-118.07179148629712,3485085355,3485085376
716912,5S,33.920665225772495,-118.08264339122354,8632891208,3485085355
759707,5S,34.02514617831418,-118.20515554749772,317651179,1884813417
716930,5S,34.01351619787772,-118.16619760808318,317623413,74435641
716918,5S,33.95824124221172,-118.11237839364937,1530583835,1530583876
716934,5S,34.01989341177648,-118.18158554462379,1884935784,363406765
763980,5S,33.99219395234117,-118.14209641812936,1839684603,1530583651
715898,5S,33.87995113739251,-118.02190900836979,361227891,9995691066
715947,5S,34.015296704372545,-118.17127747836724,807656187,317623413
716819,605N,34.00926365524215,-118.0578474096849,1623239913,1623239920
717864,605N,33.90935349801049,-118.10491148776715,1923406979,359163406
717940,605N,34.028087755925924,-118.03591408209331,394053250,25266684
716800,605N,33.958121397750595,-118.08700771042882,253949953,253904133
766851,605N,33.90240822386426,-118.10509234217037,359167137,1923406979
763464,605N,33.90356343908711,-118.10515762233241,359167137,1923406979
717938,605N,34.02665162426085,-118.03853618294146,394053250,25266684
717879,605N,33.942891732234855,-118.09563850654247,253879618,789103590
717882,605N,33.95134565956702,-118.090869332311,789103484,253949953
769513,605N,33.93691138895991,-118.09872140065661,384430231,591711479
717892,605N,33.96639819575497,-118.08358993571522,253904133,122470633
717876,605N,33.926211473022,-118.10361678666239,786402033,384419929
716829,605N,34.03090966385902,-118.03104368572383,268902475,268902775
717875,605N,33.926211473022,-118.10361678666239,786402033,384419929
716788,605N,33.90356343908711,-118.10515762233241,359167137,1923406979
762637,605N,34.028087755925924,-118.03591408209331,394053250,25266684
717929,605N,34.018665916232045,-118.05141711969974,1623239920,1623239969
717881,605N,33.95134565956702,-118.090869332311,789103484,253949953
717844,605N,33.84679264605642,-118.09274702006498,1879833825,1879833828
762679,605N,33.98551245623741,-118.07182925255921,1872070304,254028673
762685,605S,34.01713668366964,-118.05394999830455,390877317,1623239921
717912,605S,33.99407194888416,-118.0691917680885,254027027,789101973
717865,605S,33.894292980293486,-118.10491252513566,416794149,416793822
762678,605S,33.985578885594805,-118.07198789961791,1883390015,1872070305
717859,605S,33.88624571324401,-118.1044904604039,416793822,1841827632
717907,605S,33.99220500002506,-118.06964900009893,789101973,1883390015
717885,605S,33.95817712692477,-118.087190952064,253904110,1708815767
717884,605S,33.95095882630212,-118.09135512581771,1708815767,789103479
737152,605S,33.917605535703935,-118.10478230319455,668183,359157443
717896,605S,33.97474534082084,-118.07988742243799,254035754,122419490
717933,605S,34.02681376628553,-118.03867004767415,122505711,529158411
717833,605S,33.83017270975017,-118.08363928124045,298154411,298153906
717925,605S,34.01713668366964,-118.05394999830455,390877317,1623239921
717871,605S,33.90226133755965,-118.10534306323669,359139229,359141831
717867,605S,33.90052562671533,-118.10524458352401,359139229,359141831
717290,60E,34.03649972606579,-118.09062295820802,1887828763,1623240455
717265,60E,34.031538173584224,-118.19044480641529,1613525086,581805915
773274,60E,34.036489912507676,-118.16093053953071,1377310288,1098915021
773409,60E,34.02861257674234,-118.00278342615766,268902218,1154073355
717273,60E,34.03575449108268,-118.15150469065166,269612602,269612798
717292,60E,34.03920438659323,-118.08108565129487,253884211,269283407
717303,60E,34.03995434035903,-118.05362135851126,268900406,858012928
717269,60W,34.032652073686,-118.18246672642064,1613371599,1613371568
716206,60W,34.02904798435496,-118.21150277715324,317639226,317639330
717274,60W,34.035906316071426,-118.15140666963534,74773924,1623240430
717316,60W,34.03507643942771,-118.02927940921928,1377310287,529158461
773294,60W,34.035799799390986,-118.09599735553873,332342410,1623240344
717288,60W,34.03626184670467,-118.09238892263863,332342366,332342410
773273,60W,34.03666356378669,-118.16093807331906,497457456,19344390
717995,710N,33.95074223260536,-118.17039497887701,253804748,20955658
718102,710N,33.905023884662825,-118.18410265367247,29414856,384375161
717983,710N,33.93177145161039,-118.17849088041845,20955673,292899231
718002,710S,33.96615395536962,-118.16841507665204,29414060,36855747
718493,710S,33.90738956281659,-118.18223822564272,384383330,29414076
718018,710S,34.03945871958035,-118.17019179227248,25678982,1623240479
761761,710S,33.90682430031043,-118.18277048157593,384383330,29414076
718321,710S,34.019380119270416,-118.17348301068398,10565341,317625935
768914,91E,33.87629177234463,-118.10495991370857,29098630,1376691463
717439,91E,33.87639874099544,-118.07070196617063,681307247,1711593967
717393,91E,33.87600092182658,-118.19157085571538,36220304,1376691468
768229,91E,33.87248078612915,-118.05939229166727,401422227,401422488
717434,91E,33.87636575557424,-118.08042518077916,303604048,303604103
717402,91E,33.875872733956626,-118.16608904384486,1839471546,303461056
717383,91E,33.873549993412,-118.21928010749677,317767271,317765555
773381,91E,33.87350018964088,-118.19750482939114,36220300,36220304
716272,91E,33.87256870664813,-118.28900745025703,282786350,282786410
716273,91E,33.872636325549905,-118.28119999543088,1376691457,1775682962
717376,91E,33.873494004165295,-118.25154511164334,1955318169,1779417938
717436,91E,33.87638960654962,-118.07468609171693,303602719,681307247
717367,91E,33.8724709259068,-118.27073999662795,1840723952,1840723960
716296,91E,33.87676707209675,-118.17798100041277,1839471549,1839471546
717390,91E,33.872620997913266,-118.20375500661531,1715660197,36220294
759992,91E,33.86602963936978,-118.04977724295591,681307274,128196702
759967,91E,33.875872733956626,-118.16608904384486,1839471546,303461056
759975,91E,33.87636575557424,-118.08042518077916,303604048,303604103
768898,91E,33.876097032877375,-118.1267364447474,303465244,303465912
717426,91E,33.87609106606917,-118.12291475877649,303465244,303465912
773363,91E,33.86219703645678,-118.0424680203581,128196702,1955318098
765467,91E,33.876948097516355,-118.14969121222262,1877394471,1877394481
717435,91W,33.87659472439013,-118.075397050297,681307240,401422586
759990,91W,33.87612435456902,-118.06568471939678,1711614810,1711593986
766555,91W,33.87355934117616,-118.06066811382094,401422234,1711614810
717416,91W,33.87724516310289,-118.14203234423161,15258878,297838817
717404,91W,33.87609790159531,-118.16174528940456,1361122125,303461105
768228,91W,33.87265615304481,-118.05931357001599,401422234,1711614810
717424,91W,33.87628190278996,-118.12670537233896,1341338460,303465286
717433,91W,33.87656951929869,-118.08043799778734,303604420,303604334
759989,91W,33.87659472439013,-118.075397050297,681307240,401422586
717410,91W,33.877126875575094,-118.1533529882163,1877394498,1877394483
773365,91W,33.8623627474338,-118.04237820065289,1712616451,26666214
717440,91W,33.87612435456902,-118.06568471939678,1711614810,1711593986
