sid,fwy,lat,lng,u,v
767620,SR2-E,34.13534091184253,-118.22932451963996,493139643,332160601
767572,SR2-E,34.128051315660734,-118.22837548417941,1669532236,493139643
767609,SR2-E,34.18445813629235,-118.2175030069138,598486452,19828348
767470,SR2-E,34.15600199604522,-118.22413835302444,361523236,361523381
767585,SR2-E,34.1663383301445,-118.22403031818341,19828340,598486452
767455,SR2-E,34.14661267047809,-118.22617486539673,361523254,598382077
767523,SR2-E,34.11396120821537,-118.24295735179724,1920619864,577421639
767509,SR2-E,34.10769419902656,-118.24957853895143,1619395035,9602171183
767554,SR2-E,34.12103714537145,-118.22985157048322,1669532236,493139643
767494,SR2-E,34.10333324538804,-118.24974800774882,19828298,911820304
767542,SR2-W,34.116207637399526,-118.23855119945763,17040712,1782812735
767471,SR2-W,34.156024635242595,-118.2244864049395,10652200,361523258
767573,SR2-W,34.12805341891378,-118.22872724126988,1376737820,1783926563
767610,SR2-W,34.18445662696412,-118.21778814489232,1832672826,79367034
718064,SR2-W,34.112542231103774,-118.24552937794232,1782812735,1792481492
718066,SR2-W,34.12177579946636,-118.22961336105305,1783926563,17040712
767621,SR2-W,34.13531948409996,-118.22959225981882,361523299,1376737820
718076,SR2-W,34.161164568661476,-118.22572203223882,79367034,10652200
718072,SR2-W,34.14823740686115,-118.2259545965582,598384097,361523277
767454,SR2-W,34.14667196034006,-118.2264040261063,361523277,361523293
762329,SR2-W,34.13878077092324,-118.22872659808506,361524116,361523299
767495,SR2-W,34.10335815423213,-118.24994988876082,295204143,90577276
717447,US101-N,34.07262999136793,-118.26811738665525,1613525409,2353109732
717445,US101-N,34.06933165545162,-118.25993041167136,21063619,191333482
716337,US101-N,34.07751146784303,-118.28272550043224,27390001,353511096
769402,US101-N,34.12197502323711,-118.34014716124993,2351758618,2351758770
769418,US101-N,34.12512174114245,-118.3437223620475,2351758618,2351758770
764949,US101-N,34.12876147306645,-118.3468552865335,2351758770,2351758627
769443,US101-N,34.15574625624169,-118.43822201960806,305537102,374409516
717497,US101-N,34.15684248901438,-118.41537893201729,361119302,361120646
717491,US101-N,34.14739929002673,-118.37084637002654,82481755,701954220
717492,US101-N,34.154583888806464,-118.38111502063586,361468272,6354846133
765176,US101-N,34.133300791205706,-118.35235846159112,2351758770,2351758627
717498,US101-N,34.155726963858704,-118.4329939948906,29409683,305537102
765164,US101-N,34.078869735262266,-118.28880573075969,353511096,349446224
769431,US101-N,34.15844788094214,-118.45666739262015,59832561,35363002
772596,US101-N,34.171274753487666,-118.5109160248031,1733962055,1733961944
773023,US101-N,34.05696400820759,-118.24228446667814,1614922982,1614923029
717483,US101-N,34.1156046249762,-118.33664802880843,2351758719,2351758772
717480,US101-N,34.10588709685533,-118.32718581823865,35362974,1717816401
769467,US101-N,34.15452048289822,-118.39714243448466,299532356,299534703
764760,US101-N,34.13402666318584,-118.3551763922124,2351758627,2351758741
717473,US101-N,34.09978338743921,-118.31540581481295,1613580618,2354337200
765099,US101-N,34.163577469052754,-118.4720504987084,269577317,305532687
765182,US101-N,34.06490736028416,-118.25126191752214,268644978,365786990
769358,US101-N,34.1567079572682,-118.42268336369413,361120646,29409683
769346,US101-N,34.156809737352994,-118.40701400068096,299534703,361119302
717502,US101-N,34.16516353653322,-118.47470622603387,702979635,702979641
717469,US101-N,34.09645302139299,-118.31308424450278,408616057,18153986
717465,US101-N,34.09459092241495,-118.31048096965444,21569368,408616057
764794,US101-N,34.160744843633324,-118.46907451220368,269577317,305532687
717460,US101-N,34.085791284905646,-118.30177769552667,349437247,188888821
717463,US101-N,34.09008038993841,-118.30594332434332,21569368,408616057
772178,US101-N,34.17122582874897,-118.50392343849376,1733962057,1733962055
768469,US101-N,34.135110371691475,-118.35859358112215,2351758741,2351758744
717510,US101-N,34.17129478318916,-118.520359064295,1733961944,305703287
717513,US101-N,34.17339571458946,-118.5380661198333,295426306,295426636
717459,US101-N,34.08303703225593,-118.29757547923704,349437247,188888821
764858,US101-N,34.15268945734854,-118.37541862615457,1969137119,361468272
717452,US101-N,34.07494404285498,-118.27339635526464,191333242,2354212127
717456,US101-N,34.0811092339599,-118.29348179796371,349446224,2353109811
769372,US101-N,34.10147077035306,-118.3163888428328,1613580618,2354337200
772168,US101-N,34.165365927164416,-118.48327054610158,702979641,305706186
718141,US101-N,34.15142205914609,-118.37470743983583,701954220,1969137119
717446,US101-S,34.071476404922386,-118.26588467101031,1613371800,5759331262
773062,US101-S,34.053529529634986,-118.23251291981708,268539762,69004190
716339,US101-S,34.078329503957654,-118.28898220567142,1614923457,8074955046
716331,US101-S,34.06999168754492,-118.26228262286334,1614923140,857651200
769403,US101-S,34.121809950017514,-118.34034124244833,74671700,1837462644
769405,US101-S,34.12498022235171,-118.34390461424621,74671700,1837462644
769388,US101-S,34.1099965667371,-118.33414413806858,1837462644,8076753689
716328,US101-S,34.06709225511267,-118.25467358779404,857651200,1613371778
768066,US101-S,34.1512054625884,-118.37514574605422,1371866055,167930172
772140,US101-S,34.16477913066184,-118.47428881208953,35361216,269574181
760024,US101-S,34.159338642830996,-118.4617779940845,269574340,701936723
769359,US101-S,34.156523267181264,-118.42272720310372,35361239,701940735
717495,US101-S,34.156656867925335,-118.41227190286385,701940735,361119398
769444,US101-S,34.155575190213845,-118.43828794054555,370197605,305537117
764766,US101-S,34.13381094548124,-118.35543402187756,35361266,2351743393
717490,US101-S,34.14732136667777,-118.37103165576725,6354846118,167930034
717493,US101-S,34.15434932637099,-118.39454095918701,35361246,6355812958
717499,US101-S,34.156120973617405,-118.44689001190524,370197589,370197605
769430,US101-S,34.158247301260644,-118.45675153586697,701936723,370197589
772597,US101-S,34.171108720899916,-118.51091894634695,305705199,305705841
773024,US101-S,34.05688515698125,-118.24241136768026,35361362,319435660
717481,US101-S,34.106243867765706,-118.32812911790175,349220787,1836345664
717486,US101-S,34.12974003623766,-118.3481387760543,2351743393,74671700
772151,US101-S,34.16886861390929,-118.49854107606659,305705841,1733962002
717489,US101-S,34.13950758359501,-118.365355248274,167930034,269389405
717488,US101-S,34.1349313435437,-118.35884967873719,338835931,35361266
717472,US101-S,34.099577870417164,-118.31549014436948,1613371883,2425824150
764781,US101-S,34.16094687731936,-118.47074297746082,269574181,6379965221
764853,US101-S,34.0647793414426,-118.25130803931077,1613371778,806547172
717504,US101-S,34.16512284897301,-118.49032991481671,1733962002,305706226
717508,US101-S,34.171111343376076,-118.51703101530258,305705196,305705199
717468,US101-S,34.09635677377083,-118.3132456574623,2425824150,2354337157
717466,US101-S,34.09449016034335,-118.31064764559169,2354337175,2354195323
717461,US101-S,34.085661414241095,-118.3018979680238,1613487145,24960553
717462,US101-S,34.08994781337182,-118.30608696873296,2354337175,2354195323
769345,US101-S,34.15662875805495,-118.40703785370982,361119398,35361246
717458,US101-S,34.08278002596672,-118.29776649708982,1613487145,24960553
717450,US101-S,34.07479648997474,-118.27346318250456,1614923276,2354150984
717453,US101-S,34.076930893656346,-118.2809068765698,8074955045,2354195312
772167,US101-S,34.16520020297112,-118.48335641400723,305706226,35361216
769373,US101-S,34.10138258712745,-118.31655700680848,1613371883,2425824150
